seller_id,total_revenue,total_orders,avg_order_value,avg_delivery_days,late_deliveries,total_deliveries,late_rate
01fdefa7697d26ad920e9e0346d4bd1b,17690.07,129,135.03870229007634,10.276923076923078,8,131,6.11
0241d4d5d36f10f80c644447315af0bd,38251.61,238,155.49434959349594,10.463414634146341,14,246,5.69
0249d282d911d23cb8b869ab49c99f53,531.88,11,48.35272727272727,9.818181818181818,2,11,18.18
024b564ae893ce8e9bfa02c10a401ece,918.4,2,114.8,18.0,0,8,0.0
028872bfa080090a9d0abd4f1af168f8,117.87,1,39.29,16.0,0,3,0.0
02a2272692e13558373c66db98f05e2e,93.85,2,46.925,,0,2,0.0
02b72cdeb9cfcc429f1af6f4e3f3b737,748.64,4,187.16,12.0,0,4,0.0
02c988090b766852e088c69d7fb3b551,1836.95,13,108.05588235294118,8.0625,0,17,0.0
02d35243ea2e497335cd0f076b45675d,6399.95,14,399.996875,25.4375,6,16,37.5
02dcd3e8e25bee036e32512bcf175493,1804.0700000000002,14,106.12176470588236,16.866666666666667,5,17,29.41
02ecc2a19303f05e59ce133fd923fff7,5742.4,21,239.26666666666665,10.375,0,24,0.0
02f5837340d7eb4f653d676c7256523a,4463.88,30,148.796,9.166666666666666,1,30,3.33
02f623a8eb246f3c5f7c2f96462654e6,7207.63,44,163.80977272727273,8.068181818181818,4,44,9.09
0307f7565ff85b299b6e5ef162b1b1a9,5003.57,7,714.7957142857142,14.666666666666666,0,7,0.0
0336182e1b3e92f029d5354832045fdf,47.370000000000005,1,23.685000000000002,13.0,0,2,0.0
034b9387752bfa309f350a70cd45ffa3,240.26,8,30.0325,8.125,0,8,0.0
038b75b729c8a9a04b0d07cba7eabe86,557.8499999999999,2,278.92499999999995,22.5,1,2,50.0
039b29ff3b3473435d0cd59040575de9,215.55,9,23.950000000000003,8.555555555555555,0,9,0.0
039e6ad9dae79614493083e241147386,13273.42,5,2654.684,14.0,1,5,20.0
03a2a6dcbe45d639c4dc2a0d24769c40,1250.66,9,138.96222222222224,9.88888888888889,1,9,11.11
03bd479e1d9484cdb14104d3023f7321,417.42,3,139.14000000000001,20.333333333333332,1,3,33.33
0417b067eeab773d2f7061a726dc477f,2501.75,13,192.44230769230768,17.307692307692307,4,13,30.77
042573af89b6d931f672efaf789d8358,478.57,3,159.52333333333334,19.666666666666668,1,3,33.33
04308b1ee57b6625f47df1d56f00eedf,63184.99,94,672.180744680851,18.42391304347826,11,94,11.7
0432ead42b6c8a0bdf68154add917fdf,8999.62,85,99.99577777777779,8.333333333333334,3,90,3.33
044668ccd5316b12a7cf0d54a156e3e9,191.35,3,47.8375,7.0,0,4,0.0
04843805947f0fc584fc1969b6e50fe7,1474.76,1,737.38,15.0,2,2,100.0
048c2757535328e0d7dac690ad3c0aae,10551.06,51,206.8835294117647,18.04,7,51,13.73
04aa0a1c5ce6b222003403a3e11c3cc0,6339.51,11,372.9123529411765,15.882352941176471,2,17,11.76
04aba03279157f6d4e0fe8ccaf21963c,2922.33,16,182.645625,11.2,1,16,6.25
04e38a233f726ef161074ab1c9b0399a,1811.27,23,64.68821428571428,11.083333333333334,3,28,10.71
04ee0ec01589969663ba5967c0e0bdc0,314.32,1,314.32,3.0,0,1,0.0
04fdea0c111866e6cf812f1570d6b5bd,1261.95,10,126.19500000000001,17.5,1,10,10.0
0509040ea3fe50071181bbc359eb7738,5183.1,89,52.888775510204084,10.979166666666666,6,98,6.12
052577151711aec5c744fe12e66db3e1,2970.42,4,742.605,14.0,0,4,0.0
054694fa03fe82cec4b7551487331d74,10703.75,21,486.53409090909093,29.714285714285715,6,22,27.27
056b4ada5bbc2c50cc7842547dda6b51,13639.41,65,206.65772727272727,12.307692307692308,7,66,10.61
0570350b23eda5444f8d1d9544932058,751.76,6,68.34181818181818,4.0,0,11,0.0
05730013efda596306417c3b09302475,1168.67,4,292.1675,9.0,0,4,0.0
058cb5aeb36d7c0fcae20fc85d5e0a59,2107.42,12,162.10923076923078,9.333333333333334,1,13,7.69
058fd0aa2bfdb2274e05e1ae971dabb6,8555.8,61,133.684375,9.777777777777779,5,64,7.81
05a48cc8859962767935ab9087417fbb,59.39,1,59.39,11.0,0,1,0.0
05a940b4ecae36cadfd8e93bd9c43257,1148.94,10,114.894,13.777777777777779,0,10,0.0
05aebce0b5c8f0d41b29b686f2d05fd3,120.88,2,60.44,5.5,1,2,50.0
05ca864204d09595ae591b93ea9cf93d,188.42,1,188.42,5.0,1,1,100.0
05d2173d43ea568aa0540eba70d2ca76,7438.93,62,112.71106060606061,14.257575757575758,4,66,6.06
05e107217c7266362fd44b75b2cd4cc4,275.39,5,34.42375,6.375,4,8,50.0
05f51e13da97139648b8125c31e5f51b,15788.3,60,250.6079365079365,11.916666666666666,9,63,14.29
05feb94f19d094d4b0f9281f0b1d4c99,10050.04,6,1675.006666666667,14.833333333333334,0,6,0.0
05ff92fedb5be47920fea08e501238b9,23808.17,59,384.00274193548387,11.783333333333333,3,62,4.84
062c325cd6a2b87845fab56b4ec2eeae,157.07999999999998,2,78.53999999999999,5.0,0,2,0.0
062ce95fa2ad4dfaedfc79260130565f,8721.44,55,145.35733333333334,12.745762711864407,2,60,3.33
06532f10282704ef4c69168b914b77be,10918.74,8,1213.1933333333334,16.125,0,9,0.0
06579cb253ecd5a3a12a9e6eb6bf8f47,6226.61,62,86.48069444444444,10.485714285714286,11,72,15.28
066a6914e1ebf3ea95a216c73a986b91,11115.95,68,150.21554054054056,13.63888888888889,3,74,4.05
0691148aee60ca47977c187804f935ae,7359.45,47,138.8575471698113,12.584905660377359,2,53,3.77
0692610d8abe24f287e9fae90ea0bbee,205.72,4,51.43,6.25,1,4,25.0
06a2c3af7b3aee5d69171b0e14f0ee87,48550.24,392,119.87713580246913,17.271144278606965,95,405,23.46
06bb3a2fe5e7b7a845b13e8fb91bd944,1862.33,17,103.46277777777777,8.333333333333334,0,18,0.0
06df0c10d34e459d9672bc77388742eb,9595.77,26,319.85900000000004,9.2,3,30,10.0
06e5eefc71ec47ae763c5c6f8db7064f,24381.84,92,256.65094736842104,10.53763440860215,2,95,2.11
07017df32dc5f2f1d2801e579548d620,1128.24,8,125.36,9.666666666666666,0,9,0.0
070d165398b553f3b4b851c216b8a358,4396.75,32,112.73717948717949,10.631578947368421,5,39,12.82
0725b8c0f3f906e58f70cbe76b7c748c,2905.9900000000002,17,78.54027027027027,11.222222222222221,7,37,18.92
0743a0239d764b9a0f959a57d07e36ab,403.22,4,100.805,4.75,0,4,0.0
0747d5bb69f0586cc869d8af4c50f93e,555.49,14,37.032666666666664,13.846153846153847,1,15,6.67
0761743cbffb25d7148189e9f1a5f03a,327.4,3,46.771428571428565,13.857142857142858,0,7,0.0
077c5fae4bea9500e3737b16f71b9d3a,177.24,4,29.540000000000003,7.5,0,6,0.0
0791d9fc1e30678ecf03d3e55fa108d3,1028.99,5,93.54454545454546,5.7272727272727275,0,11,0.0
079d295dcbf06ee8bb1b65ba964eb2b6,540.09,5,54.009,6.3,0,10,0.0
07a9bc7f61396b658ddf3ac534efe44c,135.49,1,135.49,5.0,0,1,0.0
07bf9669d84d1f11be443a9dd938f698,2422.22,18,100.92583333333333,8.291666666666666,0,24,0.0
07d75e33f2750d97d467fb57e4dfdd8a,759.59,2,379.795,11.5,0,2,0.0
07de60b03d150fb3ea09eab5da5e4c8b,889.0,9,98.77777777777777,12.88888888888889,1,9,11.11
07e8e8fc5222bb358e6f259da3197074,74.86,2,37.43,8.0,0,2,0.0
080102cd0a76b09e0dcf55fcacc60e05,7912.71,124,60.867,9.296875,5,130,3.85
080199a181c46c657dc5aa235411be3b,15544.88,79,187.28771084337347,7.626506024096385,2,83,2.41
08061dc0fc165ed41288cc7acde738ee,182.22,4,45.555,19.5,1,4,25.0
08084d990eb3f53af056ccbc1730c8a7,606.79,12,50.56583333333333,8.0,0,12,0.0
081acf3de680d554796c9cf041be7bc2,1802.8,4,225.35,13.125,1,8,12.5
082e0bf4cb865a6533b1e8e498cc0255,3064.33,11,133.2317391304348,12.73913043478261,3,23,13.04
085f6f7e049c996695fb2074fe38d45e,435.96000000000004,6,54.495000000000005,10.125,0,8,0.0
08633c14ef2db992c11f840f04fad4cd,9068.82,74,93.49298969072164,9.721649484536082,6,97,6.19
0873d9f8f36123f8d910f4760e788cfb,7426.65,6,1237.7749999999999,12.833333333333334,3,6,50.0
0885aaf116795758dfeb5f1032487bcd,3162.32,28,105.41066666666667,5.241379310344827,1,30,3.33
0887a9f087bcd5d9f6642b52f897fc6c,1862.35,12,155.19583333333333,13.583333333333334,1,12,8.33
08ad4ac1388e4420ca531c3edfc46198,310.67,6,44.38142857142857,6.571428571428571,0,7,0.0
08cdbae123ff67ca4e36d9d641ce0119,4195.46,4,699.2433333333333,28.833333333333332,4,6,66.67
08d0949a9a17c027262db1f3c450c26c,557.84,12,46.48666666666667,13.75,0,12,0.0
08d1c9478fb0d7d7fcac9c0da4e82fc7,605.5699999999999,1,605.5699999999999,10.0,0,1,0.0
08d2d642cf72b622b14dde1d2f5eb2f5,1235.26,17,58.82190476190476,14.45,3,21,14.29
08f5819815f3d06545011850bd70f0a8,522.83,3,174.27666666666667,7.666666666666667,0,3,0.0
091065b789659bc3cd9af9cb3a6253ff,1444.37,2,722.185,11.0,0,2,0.0
0936e1837d0c79253456bbb2ffaaef10,70.02,1,35.01,18.0,0,2,0.0
093805f8f2aeb63881444571e1f48f30,1559.73,22,57.76777777777778,7.7407407407407405,1,27,3.7
094ced053e257ae8cae57205592d6712,1978.23,19,104.11736842105263,11.789473684210526,0,19,0.0
0951a6e282947e09cd47969f4ed0b47f,580.32,7,82.90285714285714,4.285714285714286,0,7,0.0
09883d9ab71c8fe8a9bfc7fc3075b07e,406.16999999999996,5,81.234,14.0,1,5,20.0
099095b050cfe8eb1ddff5317587e96e,5909.150000000001,17,295.45750000000004,10.0,3,20,15.0
09bad886111255c5b5030314fc7f1a4a,560.36,5,112.072,6.0,0,5,0.0
09f952a5f58d2285b0372551ae8f9b01,13346.460000000001,50,238.3296428571429,12.660714285714286,3,56,5.36
0a198e95d32b1be2da9424c962a6ebfa,86.66999999999999,1,86.66999999999999,16.0,0,1,0.0
0a82f5fb06a4fe4ac2cf7cb412ec71b8,484.8,2,242.4,5.0,0,2,0.0
0a85ebe4e328db81ac9109781205e2f7,805.65,12,67.1375,4.75,1,12,8.33
0aa124728afc1131dff5655f4c6f487b,958.78,2,479.39,,0,2,0.0
0aa2205ca24f113f4658a5c536667426,988.1,4,89.82727272727273,6.454545454545454,0,11,0.0
0ac4201fda2c68ebc0e47cb9423cf3c9,1910.8700000000001,13,136.4907142857143,12.071428571428571,1,14,7.14
0ad80de75c811326389cfb1daba7d45e,1564.72,6,260.7866666666667,8.5,0,6,0.0
0adac9fbd9a2b63cccaac4f8756c1ca8,18460.22,110,130.00154929577465,12.343283582089553,7,142,4.93
0ade5cc4a305ed7093a23f68ca47519c,201.27,2,100.635,6.5,0,2,0.0
0aea4c6ae1505b3228ddf3dd7822ee5b,1579.66,8,197.4575,17.875,2,8,25.0
0af2ab31141893d26aca5a404a537dab,74.51,1,74.51,5.0,0,1,0.0
0af977692321d895349eded183341d28,277.22,2,138.61,2.0,0,2,0.0
0afccdb8a34ee5c79f7c06faf2b4d56e,1613.78,25,64.5512,12.958333333333334,2,25,8.0
0b09101900100c0e9d312861fad5a1b9,168.36,1,168.36,18.0,0,1,0.0
0b0ddbc7b9d9584f442c7ac92b0ff6c9,1550.6399999999999,3,516.88,11.666666666666666,0,3,0.0
0b18d63d0cd1d723567903fd34a07df2,1944.03,9,138.8592857142857,6.571428571428571,0,14,0.0
0b1ca3ef18a63d7eb0c8897fa0849c08,62.87,1,62.87,6.0,0,1,0.0
0b35c634521043bf4b47e21547b99ab5,15008.74,51,192.41974358974358,16.92207792207792,9,78,11.54
0b36063d5818f81ccb94b54adfaebbf5,783.0,1,52.2,14.0,0,15,0.0
0b3f27369a4d8df98f7eb91077e438ac,171.39000000000001,2,85.69500000000001,7.0,0,2,0.0
0b46f784306be7200ca1700aa55d819f,30.86,1,30.86,3.0,0,1,0.0
0b64bcdb0784abc139af04077d49a20e,205.81,4,51.4525,8.0,0,4,0.0
0b90b6df587eb83608a64ea8b390cf07,32207.64,164,153.36971428571428,14.004784688995215,7,210,3.33
0bae85eb84b9fb3bd773911e89288d54,10406.4,137,71.27671232876712,9.786206896551723,1,146,0.68
0bb27263628258b8111a0262769fa9db,33.16,1,33.16,41.0,0,1,0.0
0bb738e4d789e63e2267697c42d35a2d,3030.64,30,97.7625806451613,11.482758620689655,1,31,3.23
0be8ff43f22e456b4e0371b2245e4d01,14384.65,161,79.91472222222222,9.851428571428572,11,180,6.11
0bebbb2cea103a4a020c95d43fd7d754,1514.34,9,168.26,5.444444444444445,0,9,0.0
0bf0150d5b9d60d9cd2906003332f085,6872.34,39,110.8441935483871,13.612903225806452,12,62,19.35
0bfd0b434243adc5c2e1aa6baf19c6aa,436.99,6,72.83166666666666,8.0,0,6,0.0
0c7533c71df861ec58ad7ff999ed0e8d,3863.51,61,52.92479452054795,10.150684931506849,3,73,4.11
0c7f30ae9b147eca07affbef92832a6a,567.11,5,113.422,8.0,0,5,0.0
0c8380b62e38e8a1e6adbeba7eb9688c,21455.83,182,97.52650000000001,12.059633027522937,11,220,5.0
0cab2da43793a6f3c5ed8514c5f54627,366.90000000000003,3,122.30000000000001,4.666666666666667,0,3,0.0
0cbcee27c791afa0cdcb08587a2013a8,6141.3099999999995,39,149.7880487804878,12.9,4,41,9.76
0d33a55da925bbf1ff02af5f6059fc7f,932.91,22,38.871249999999996,8.375,1,24,4.17
0d4c8269e7f0401201794deef160edd6,892.03,3,223.0075,18.25,0,4,0.0
0d83f8e03188682112cc0d93523705cc,820.5699999999999,4,102.57124999999999,24.875,4,8,50.0
0d85bbda9889ce1f7e63778d24f346eb,6469.7,51,111.54655172413793,17.79310344827586,11,58,18.97
0daf5180aa44356f60f8effa533b55a2,183.63,2,91.815,7.5,1,2,50.0
0db783cfcd3b73998abc6e10e59a102f,11076.55,132,80.8507299270073,11.197080291970803,5,137,3.65
0dd184061fb0eaa7ca37932c68ab91c5,23766.420000000002,161,123.14207253886012,10.813471502590673,19,193,9.84
0ddefe3c7a032b91f4e25b9c3a08fca1,552.9,9,55.29,8.3,0,10,0.0
0df3984f9dfb3d49ac6366acbd3bbb85,11520.21,87,129.4405617977528,9.136363636363637,1,89,1.12
0dfbed20065e425d2eaefb101f9816c0,133.6,3,44.53333333333333,21.0,1,3,33.33
0e44d110fa6a54e121cb2c095a77762f,293.38,6,48.89666666666667,11.5,1,6,16.67
0e72c1a751b496722a6cb1f10653b62a,192.10000000000002,3,64.03333333333335,6.333333333333333,0,3,0.0
0e982cff76cc0579f632cea8a0e38c9d,1480.31,7,123.35916666666667,7.857142857142857,0,12,0.0
0ea22c1cfbdc755f86b9b54b39c16043,15075.31,237,56.042044609665425,10.50943396226415,4,269,1.49
0eaa7e33d73809f1f925f7d07c506cbd,1746.9,15,116.46000000000001,5.466666666666667,0,15,0.0
0ebd97a106433a45a4aebe57c1799778,3661.6800000000003,31,114.42750000000001,8.75,0,32,0.0
0ec28cec4046a4a199b6de9b4c891d97,352.64,3,88.16,8.75,0,4,0.0
0ed6ce5d87fd9c69eaacaeb778d67235,2829.25,43,65.79651162790698,15.547619047619047,6,43,13.95
0ee4fb99ac55ffbbc98795aa01b7f8fa,70.92999999999999,1,70.92999999999999,6.0,0,1,0.0
0ef83d7d83ed97cd2a0049ac8be5f88a,5447.81,48,99.05109090909092,9.236363636363636,1,55,1.82
0f0c984a4a955310903b6b6008660bad,481.38,4,120.345,13.5,1,4,25.0
0f519b0d2e5eb2227c93dd25038bfc01,102.9,1,102.9,12.0,0,1,0.0
0f7eea709efdf942b5f95c7516dbacd7,240.06,3,80.02,7.666666666666667,0,3,0.0
0f80a40c312b2472dca482cf50f5186f,150.0,1,150.0,5.0,0,1,0.0
0f94588695d71662beec8d883ffacf09,27.59,1,27.59,14.0,0,1,0.0
0fe2d9733ed841eb064503920015a8c0,498.35,3,166.11666666666667,8.0,0,3,0.0
0ff83046c3fa22efee8ecf291888b191,1023.38,10,93.03454545454545,11.909090909090908,0,11,0.0
0ffa40d54288e4f3499b8780dd0f144f,2746.47,33,78.47057142857142,13.085714285714285,5,35,14.29
10076e5788b8ee532724bcd460baf762,1198.78,23,46.106923076923074,9.384615384615385,1,26,3.85
10089e9f2fd0c668a8fd4e52e1698888,1199.31,3,399.77,7.0,0,3,0.0
101921376b577a4540dc30e9009133ca,394.49,1,394.49,,0,1,0.0
101a3a003516bc11253298b2fad3cb65,524.0,5,87.33333333333333,6.333333333333333,0,6,0.0
1025f0e2d44d7041d6cf58b6550e0bfa,172860.69,915,121.05090336134454,11.569014084507042,131,1428,9.17
10264f60a8f0a4d2f30810f5c661c673,326.46000000000004,4,81.61500000000001,3.5,0,4,0.0
1099a00e0ee3a50935e6c2447ca090c5,910.8299999999999,3,303.60999999999996,14.666666666666666,1,3,33.33
10cdd491d1dbea8fb4ead97b19c334ce,287.76,3,95.92,6.333333333333333,0,3,0.0
10ff823eda2b032e2c93d17a7d294736,1459.53,9,162.17,9.375,0,9,0.0
112453736dbe3889cfb74e1aaa0ba0c1,2154.77,7,153.91214285714287,13.142857142857142,0,14,0.0
1127b7f2594683f2510f1c2c834a486b,8673.04,114,65.7048484848485,9.7421875,8,132,6.06
11305281b50fff20ae8bb473f8e11876,7973.21,35,199.33025,13.55,5,40,12.5
113e3a788b935f48aad63e1c41dac1bd,1533.95,39,31.957291666666666,11.604166666666666,2,48,4.17
116ccb1a1604bc88e4d234a8c23f33de,2948.33,61,40.38808219178082,8.315068493150685,4,73,5.48
11742f81550ac064cc9a40f67151d9ad,831.01,2,415.505,8.5,0,2,0.0
117cfc326c6d50da67ca858ff5c0c852,536.08,5,107.21600000000001,5.8,0,5,0.0
11938fcc75f6902fea1d0a6f72b54a57,737.1400000000001,2,368.57000000000005,21.5,0,2,0.0
119c7f1a00ef43fad0e57604e76a747c,206.82,2,103.41,5.5,0,2,0.0
119d1aef1b4144adba89163f6cd9f5d4,1298.24,4,324.56,4.25,0,4,0.0
11bfa66332777660bd0640ee84d47006,5608.54,76,54.9856862745098,15.72549019607843,18,102,17.65
11d4c477d09821164bca4f70a2eae031,140.86,3,35.215,6.0,0,4,0.0
11eac105f3f90a9b87b19c89d91e24f3,927.8299999999999,5,185.56599999999997,8.8,0,5,0.0
11fb6f6d341adbe19e81733701704635,1596.6599999999999,3,532.2199999999999,4.666666666666667,0,3,0.0
120476eb7a04c149d14772edaf5d9bf2,2519.63,4,419.93833333333333,6.333333333333333,0,6,0.0
1284de4ae8aa26997e748c851557cf0e,1546.8400000000001,3,515.6133333333333,18.666666666666668,0,3,0.0
128639473a139ac0f3e5f5ade55873a5,21694.45,533,38.740089285714284,13.96028880866426,35,560,6.25
128f9bfbe4c7d5185033914b1de3d39a,1650.49,14,103.155625,12.533333333333333,1,16,6.25
12a8eb0f8d1cd3270695bf2a99f55966,436.66999999999996,2,218.33499999999998,20.5,1,2,50.0
12b9676b00f60f3b700e83af21824c0e,30342.69,135,224.76066666666665,14.631578947368421,2,135,1.48
12c2ed9cded6138cf0c75f525f565fc7,366.01,4,91.5025,13.0,2,4,50.0
13074f016982ff2bd6c58ced8682f000,3111.7000000000003,14,207.4466666666667,14.0,4,15,26.67
131fcb0a0c9a47bba4474aacff0f14b7,406.40999999999997,4,101.60249999999999,3.75,0,4,0.0
1336efc61c316ddf92c899eb817f7cae,6355.29,74,74.76811764705883,11.211764705882352,8,85,9.41
134285d1f41da5c13a756ee8142c8a4e,1653.6299999999999,3,413.40749999999997,8.25,0,4,0.0
134a288e7de827ec5ec62e3ec9c3a295,1004.0,9,111.55555555555556,9.11111111111111,0,9,0.0
134b867a0f7f8bbe6abf10f91874891e,922.84,1,922.84,12.0,0,1,0.0
13511db12ac61e2f89c53b72a944a60b,1063.97,6,177.32833333333335,8.833333333333334,1,6,16.67
1352e06ae67b410cdae0b2a22361167b,765.22,4,191.305,33.5,2,4,50.0
1354d51653f645349064725ed204e85e,2694.72,18,134.736,8.7,1,20,5.0
138dbe45fc62f1e244378131a6801526,1814.8,49,31.28965517241379,5.879310344827586,2,58,3.45
139157dd4daa45c25b0807ffff348363,37.68,1,37.68,1.0,0,1,0.0
13c2ed7698b3ca92dad49e849219da59,653.29,8,72.58777777777777,11.0,0,9,0.0
13d058e4eeac2ce8217660b2f8a05812,4755.88,23,206.77739130434784,10.818181818181818,3,23,13.04
13d95f0f6f73943d4ceffad0fc2cd32c,309.32,1,309.32,22.0,1,1,100.0
13dd308f81fea30cc670c656b2b46cc3,151.14,3,50.379999999999995,3.0,1,3,33.33
13e85aac53340018b40c2af68001b7e0,31.92,1,31.92,17.0,0,1,0.0
13f57c12a00ed4610db646b913a7f5c6,821.15,7,63.16538461538461,12.307692307692308,2,13,15.38
13fa2a6c6b9d0f43cb588d7c82117a12,4719.44,9,471.94399999999996,20.0,3,10,30.0
141440cad9341e553f8401c574a2aa38,1579.0,11,131.58333333333334,6.5,0,12,0.0
1430239a858e7682bbc43b20758af153,929.54,18,40.41478260869565,6.863636363636363,0,23,0.0
1444c08e64d55fb3c25f0f09c07ffcf2,2818.74,1,2818.74,10.0,0,1,0.0
1464afc72f696af775557a821c2e253f,1513.78,29,50.45933333333333,10.8,1,30,3.33
14a08204d03bb6b6bde8029f801ae0eb,2779.1,28,73.13421052631578,8.263157894736842,0,38,0.0
14d7985702e72162bbf13b6beb74ab2b,4441.0,37,116.86842105263158,10.578947368421053,5,38,13.16
14ee35374a7876217954b5fa08e50463,923.05,6,153.84166666666667,17.0,1,6,16.67
14f2b3587172b9db894c9bad8dab520b,330.06,2,165.03,13.5,0,2,0.0
152ee17e4c8aaf53dac99f3462e4999b,404.93,6,67.48833333333333,10.333333333333334,0,6,0.0
154bdf805377afea75a3bd158e9eab10,109.72,1,109.72,24.0,1,1,100.0
1554a68530182680ad5c8b042c3ab563,35850.79,247,133.274312267658,13.576779026217228,19,269,7.06
157c3e4b42f81ac4a44e8b1ca2fe9876,3131.82,23,101.02645161290323,9.935483870967742,2,31,6.45
1588ac4010787100dddef64568f0ae35,645.97,3,215.32333333333335,19.333333333333332,0,3,0.0
15aac934c58d886785ac1b17953ea898,5019.6,25,193.06153846153848,15.153846153846153,4,26,15.38
15ac3c501e2599e4917316fde5c5669a,195.81,1,195.81,,0,1,0.0
15aec03fe4cf30dfa574cf550f5ff5ff,39.86,1,39.86,,0,1,0.0
15b3b1b81484422eb41df68ac87f1f50,102.89,2,51.445,14.0,0,2,0.0
15cd6eefe58588619aaed41dfa6621b1,2188.86,16,121.60333333333334,13.944444444444445,1,18,5.56
15ead3a5037a918ddb520dfe39a3d2b9,433.95,7,54.24375,18.428571428571427,2,8,25.0
15fa791d5e017f66402dc28c44480657,1983.29,8,247.91125,11.125,1,8,12.5
160851d3ece7aa1a510f8d1a4bb8a8af,141.14999999999998,2,70.57499999999999,5.0,0,2,0.0
16090f2ca825584b5a147ab24aa30c86,31173.11,402,76.0319756097561,8.753694581280788,44,410,10.73
160e4f13fd3a64b1b86807be88b5ffb0,980.45,4,245.1125,14.0,0,4,0.0
164a5a8794e6d42e14f55e447b12a3bc,136.76,1,136.76,13.0,0,1,0.0
165b1235e9e9942cb5fae67103576fb0,2489.8,11,155.6125,6.8125,1,16,6.25
165fc07beebdcb6190fba8a06db2a449,19081.43,50,298.14734375,13.1875,8,64,12.5
1660ad786c27fd935378b6192a90b417,1818.28,12,139.8676923076923,8.538461538461538,1,13,7.69
166e8f1381e09651983c38b1f6f91c11,109.0,2,54.5,14.0,0,2,0.0
167fd940acebc789debd6eb418c46e38,1178.48,5,235.696,15.0,1,5,20.0
1690cada046eb7e92c12f98b1f8a8167,2211.38,11,201.03454545454545,6.8,1,11,9.09
16bdc8cefd0e32a6f0824d296c5ad14a,61.08,1,61.08,9.0,0,1,0.0
1703bc09972dab9782e7a9194943b69f,356.11,1,356.11,12.0,0,1,0.0
1710c3aaa9c6b44ec3883ee0fe300e21,1226.55,2,613.275,5.5,0,2,0.0
17306570e772e7718c92a562d33f5f1d,10600.63,29,331.2696875,13.5,2,32,6.25
173d56ffbd4c56cb80fc3615487d712b,397.61,2,198.805,6.5,0,2,0.0
1746c1ae87ac63d530c7c943d0ac42e2,252.35,1,252.35,23.0,0,1,0.0
1771297ac436903d1dd6b0e9279aa505,3466.4300000000003,28,96.28972222222222,8.972222222222221,1,36,2.78
1782ce2db72c3dda627d5e7c898104e1,2218.17,9,221.817,26.9,1,10,10.0
17908cf9b444ee34047cadd5c0f4a516,2495.41,11,226.85545454545453,18.363636363636363,1,11,9.09
17998cf586426bf0f2c3726cb0a4b211,115.52,2,57.76,8.0,0,2,0.0
179d859f51292aac5c10806a356f7af9,800.27,18,42.119473684210526,8.789473684210526,3,19,15.79
17a053fcb14bd219540cbde0df490be0,49531.57,125,332.426644295302,11.56081081081081,12,149,8.05
17adeba047385fb0c67d8e90b4296d21,1097.31,1,365.77,,0,3,0.0
17ca9b9e9b9ef8fdb529001b49ebb50f,12120.72,116,93.95906976744186,7.6015625,3,129,2.33
17e34d8224d27a541263c4c64b11a56b,61603.200000000004,255,229.8626865671642,13.523076923076923,21,268,7.84
